dataset,model,method,density_model,mse,mae,r2,r_sep,i_sep,c_sep_xfit,pred_pearson_abs,pred_spearman_abs,pred_mean_gap,residual_mean_gap,group_mse_gap,wasserstein_pred_gap,fit_seconds,total_seconds,selected_radius,selected_bandwidth
Heart,logistic,fair-reweighing,Reweighing,0.13125047554818658,0.2502748384657597,0.4705062009664217,1.0292546012572903,0.003722513712253541,0.0039700286151918875,0.22417669242931035,0.2432290096258313,0.17205815960055384,0.1449202134277697,0.04678727480110284,0.1735023185918115,0.005573212448507547,0.07460385820086231,,
Heart,logistic,none,none,0.12402748160292465,0.2414966094765923,0.4996453754227394,1.158617819087627,0.05212313655423358,0.03138809625362099,0.3720577556384944,0.4178030670498967,0.2861838970050959,0.0685348424250109,0.052659262735184155,0.2862132892469829,0.001056729201809503,0.06259157284730463,,
