dataset,model,method,density_model,mse,mae,r2,r_sep,i_sep,c_sep_xfit,pred_pearson_abs,pred_spearman_abs,pred_mean_gap,residual_mean_gap,group_mse_gap,wasserstein_pred_gap,fit_seconds,total_seconds,selected_radius,selected_bandwidth
German,logistic,fair-reweighing,Reweighing,0.2312662883766722,0.441422033120974,0.06235727615062926,1.0079542876941052,5.454278977261254e-05,0.0009911541597611192,0.05713119643459996,0.05685146850997201,0.023660379414699145,0.07354703593594789,0.019570093200649525,0.03284233231248205,0.006091964601364452,0.07060433754813858,,
German,logistic,none,none,0.23099222673874986,0.4402521394427515,0.06346660210200339,1.0410699188371253,0.016906044786087288,0.01114514098894573,0.13718529674544558,0.14615615828233225,0.05703523322876229,0.06960496551049229,0.01894893935247856,0.06415072602343981,0.004443268848990556,0.07182829169978504,,
